WKT,FEAT_DESC,NAME,PERENNIAL,HIERARCHY,MAP_LEGEND,PERIMETER,HECTARES,myarea,myperim
"MULTIPOLYGON (((116.95773 -21.46149,116.95267 -21.46076,116.95166 -21.46061,116.94796 -21.45999,116.9459 -21.45879,116.95197 -21.46018,116.95556 -21.4604,116.95773 -21.46149)))",Lake,THIRDIWANDY POOL,Perennial,Not applicable,Perennial Lake,2540.839,7.198,"71980","2554"
"MULTIPOLYGON (((121.14318 -21.66812,121.143 -21.66749,121.14675 -21.6626,121.14736 -21.66109,121.14761 -21.65903,121.14789 -21.65886,121.1482 -21.65941,121.14795 -21.66124,121.14734 -21.66289,121.14603 -21.66455,121.14367 -21.66757,121.14318 -21.66812)))",Lake,,Perennial,Not applicable,Perennial Lake,2376.872,7.184,"71846","2369"
"MULTIPOLYGON (((120.42764 -21.42904,120.42817 -21.42873,120.43005 -21.42803,120.43367 -21.42736,120.43403 -21.42758,120.43391 -21.42803,120.43054 -21.42882,120.42752 -21.43028,120.42716 -21.43017,120.42764 -21.42904)))",Lake,,Perennial,Not applicable,Perennial Lake,1633.817,7.153,"71534","1639"
"MULTIPOLYGON (((119.75275 -21.78068,119.75154 -21.77983,119.75105 -21.77859,119.75092 -21.77758,119.75032 -21.77701,119.7505 -21.77592,119.75141 -21.77611,119.75224 -21.77701,119.75274 -21.77881,119.75275 -21.78068)))",Lake,PETHERNURRINA SPRING,Perennial,Not applicable,Perennial Lake,1270.976,7.117,"71171","1267"
"MULTIPOLYGON (((121.15346 -21.59369,121.15289 -21.59307,121.15261 -21.59202,121.15197 -21.58704,121.1522 -21.58631,121.15285 -21.58689,121.15338 -21.59047,121.15365 -21.59218,121.15346 -21.59369)))",Lake,,Perennial,Not applicable,Perennial Lake,1711.753,7.124,"71236","1703"
"MULTIPOLYGON (((121.16959 -21.31197,121.16798 -21.31195,121.16734 -21.31194,121.16665 -21.31141,121.16714 -21.31074,121.17164 -21.31078,121.17254 -21.31147,121.17189 -21.31194,121.16959 -21.31197)))",Lake,,Perennial,Not applicable,Perennial Lake,1321.817,7.124,"71243","1327"
"MULTIPOLYGON (((117.01287 -22.35723,117.01286 -22.35665,117.01381 -22.35584,117.01513 -22.35551,117.01622 -22.35493,117.01663 -22.35413,117.01708 -22.35423,117.01774 -22.35437,117.01769 -22.3549,117.01733 -22.35575,117.01567 -22.35654,117.01451 -22.35693,117.01354 -22.35716,117.01287 -22.35723)))",Lake,,Perennial,Not applicable,Perennial Lake,1331.673,7.067,"70670","1334"
"MULTIPOLYGON (((118.70384 -21.80255,118.70454 -21.801,118.70467 -21.79886,118.70419 -21.79705,118.70446 -21.79677,118.70492 -21.79671,118.70492 -21.79728,118.70563 -21.79886,118.70587 -21.80056,118.70501 -21.8027,118.70465 -21.80281,118.70419 -21.80274,118.70384 -21.80255)))",Lake,,Perennial,Not applicable,Perennial Lake,1550.961,7.047,"70470","1545"
"MULTIPOLYGON (((115.89266 -22.59717,115.89279 -22.5971,115.89299 -22.59715,115.89363 -22.5977,115.89468 -22.59836,115.89705 -22.59925,115.89916 -22.59937,115.89994 -22.59917,115.9011 -22.59853,115.9024 -22.59711,115.90333 -22.59567,115.90352 -22.59557,115.90366 -22.5956,115.90377 -22.59573,115.90374 -22.59592,115.9028 -22.59738,115.90141 -22.59888,115.90013 -22.59959,115.89921 -22.59983,115.89694 -22.5997,115.89445 -22.59876,115.89332 -22.59805,115.89267 -22.59749,115.89259 -22.5973,115.89266 -22.59717)))",Lake,COBBLER POOL,Perennial,Not applicable,Perennial Lake,2860.863,6.988,"69877","2868"
"MULTIPOLYGON (((119.96724 -21.61254,119.96625 -21.6117,119.96576 -21.60968,119.966 -21.6081,119.96659 -21.60737,119.96721 -21.60775,119.96709 -21.60933,119.96746 -21.61125,119.96782 -21.6117,119.96783 -21.61226,119.96724 -21.61254)))",Lake,EMU POOL,Perennial,Not applicable,Perennial Lake,1311.394,7.034,"70338","1307"
"MULTIPOLYGON (((117.1234 -20.9218,117.12313 -20.92032,117.1235 -20.91819,117.12193 -20.91411,117.12218 -20.91243,117.12412 -20.91816,117.12421 -20.91998,117.1234 -20.9218)))",Lake,,Perennial,Not applicable,Perennial Lake,2169.021,7.063,"70627","2159"
"MULTIPOLYGON (((121.0464 -21.24908,121.04554 -21.24877,121.04399 -21.24709,121.04283 -21.2457,121.04157 -21.24374,121.04181 -21.24324,121.04236 -21.24338,121.04352 -21.2452,121.04512 -21.24697,121.04634 -21.24832,121.0464 -21.24908)))",Lake,,Perennial,Not applicable,Perennial Lake,1684.379,7.025,"70254","1682"
"MULTIPOLYGON (((116.90989 -20.75457,116.90947 -20.75305,116.91099 -20.7516,116.91343 -20.74719,116.91346 -20.74844,116.91189 -20.75177,116.91039 -20.75386,116.90989 -20.75457)))",Lake,,Perennial,Not applicable,Perennial Lake,1870.251,7.036,"70365","1865"
"MULTIPOLYGON (((117.09992 -21.21672,117.09993 -21.21469,117.1 -21.21451,117.10054 -21.21311,117.10073 -21.21127,117.10151 -21.21289,117.1015 -21.21413,117.10113 -21.21515,117.10112 -21.21707,117.10081 -21.21747,117.10039 -21.2175,117.1 -21.21685,117.09992 -21.21672)))",Lake,,Perennial,Not applicable,Perennial Lake,1485.761,6.985,"69850","1479"
"MULTIPOLYGON (((120.28438 -20.8094,120.28382 -20.80875,120.2837 -20.80805,120.2845 -20.80637,120.28537 -20.80525,120.28623 -20.80522,120.28654 -20.80586,120.28519 -20.80824,120.28518 -20.80909,120.28438 -20.8094)))",Lake,,Perennial,Not applicable,Perennial Lake,1181.034,6.971,"69707","1179"
"MULTIPOLYGON (((117.13122 -21.1265,117.13002 -21.12426,117.13003 -21.12201,117.13028 -21.1202,117.13125 -21.1191,117.13124 -21.12178,117.13087 -21.1228,117.13087 -21.1237,117.13146 -21.12563,117.13122 -21.1265)))",Lake,GREEN POOL,Perennial,Not applicable,Perennial Lake,1732.169,6.951,"69505","1724"
"MULTIPOLYGON (((115.80373 -22.62405,115.80231 -22.62392,115.79742 -22.62238,115.79727 -22.62226,115.79727 -22.62209,115.79739 -22.62197,115.79757 -22.62195,115.80242 -22.62348,115.80367 -22.62359,115.80527 -22.62307,115.80642 -22.62191,115.80701 -22.62051,115.8071 -22.61946,115.80718 -22.61931,115.80736 -22.61927,115.80753 -22.61934,115.80758 -22.61952,115.80749 -22.62062,115.80684 -22.62215,115.80555 -22.62346,115.80373 -22.62405)))",Lake,,Perennial,Not applicable,Perennial Lake,2811.575,6.838,"68376","2817"
"MULTIPOLYGON (((120.13515 -21.88236,120.13625 -21.8818,120.13795 -21.87978,120.13916 -21.87899,120.13952 -21.87899,120.13938 -21.87941,120.13697 -21.88237,120.13441 -21.88416,120.13418 -21.88326,120.13515 -21.88236)))",Lake,,Perennial,Not applicable,Perennial Lake,1638.883,6.861,"68611","1638"
"MULTIPOLYGON (((120.83819 -20.83923,120.83759 -20.83889,120.83584 -20.83633,120.83625 -20.83541,120.83682 -20.8353,120.83729 -20.83559,120.83891 -20.83829,120.83875 -20.83904,120.83819 -20.83923)))",Lake,,Perennial,Not applicable,Perennial Lake,1130.870,6.908,"69078","1129"
"MULTIPOLYGON (((117.04886 -21.19254,117.04927 -21.19117,117.04953 -21.19085,117.05033 -21.18998,117.05079 -21.1896,117.05109 -21.18932,117.05267 -21.18895,117.05208 -21.19042,117.05056 -21.19213,117.04886 -21.19254)))",Lake,,Perennial,Not applicable,Perennial Lake,1208.816,6.889,"68887","1209"
"MULTIPOLYGON (((120.49614 -21.50957,120.4971 -21.50856,120.49879 -21.50777,120.49904 -21.50698,120.50024 -21.50642,120.50114 -21.50617,120.50048 -21.50721,120.49819 -21.50969,120.49758 -21.50969,120.49626 -21.51025,120.49614 -21.50957)))",Lake,BLUE BAR POOL,Perennial,Not applicable,Perennial Lake,1458.454,6.856,"68559","1459"
"MULTIPOLYGON (((115.97519 -22.60228,115.97535 -22.60199,115.97565 -22.60214,115.97649 -22.60462,115.97782 -22.6077,115.97794 -22.60936,115.97708 -22.61196,115.97696 -22.61375,115.9767 -22.61395,115.97648 -22.61371,115.97659 -22.61188,115.97745 -22.6093,115.97734 -22.6078,115.97603 -22.60477,115.97519 -22.60228)))",Lake,BARLIYUNNU POOL,Perennial,Not applicable,Perennial Lake,2814.491,6.783,"67826","2799"
"MULTIPOLYGON (((118.06581 -20.52347,118.0621 -20.52282,118.05875 -20.52317,118.05794 -20.52272,118.06054 -20.52192,118.06282 -20.52202,118.06498 -20.52269,118.06581 -20.52347)))",Lake,MUNDUBULLANGANA POOL,Perennial,Not applicable,Perennial Lake,1719.082,6.836,"68356","1726"
"MULTIPOLYGON (((117.39493 -21.16826,117.39485 -21.16738,117.39558 -21.16502,117.39619 -21.16411,117.39717 -21.16395,117.39715 -21.16558,117.39654 -21.16716,117.39581 -21.16784,117.39493 -21.16826)))",Lake,,Perennial,Not applicable,Perennial Lake,1171.179,6.791,"67906","1168"
"MULTIPOLYGON (((121.13405 -21.67569,121.13416 -21.67505,121.13479 -21.67444,121.137 -21.67314,121.13755 -21.67281,121.13947 -21.67235,121.14205 -21.66973,121.14259 -21.66957,121.14249 -21.67011,121.13976 -21.67287,121.13765 -21.6734,121.1362 -21.67421,121.13482 -21.67527,121.13405 -21.67569)))",Lake,,Perennial,Not applicable,Perennial Lake,2313.372,6.767,"67666","2317"
"MULTIPOLYGON (((118.23342 -21.32923,118.23342 -21.32767,118.23414 -21.32699,118.2351 -21.32654,118.23618 -21.32552,118.23715 -21.32508,118.23719 -21.32608,118.23462 -21.32857,118.23342 -21.32923)))",Lake,YALLINGARRINTHA POOL,Perennial,Not applicable,Perennial Lake,1300.274,6.727,"67272","1300"
"MULTIPOLYGON (((120.39633 -21.65647,120.39633 -21.65613,120.39657 -21.65591,120.39694 -21.65445,120.39803 -21.6532,120.39863 -21.65298,120.39863 -21.65377,120.39754 -21.65501,120.39717 -21.65693,120.39645 -21.65817,120.3956 -21.65896,120.39427 -21.65963,120.39427 -21.65918,120.39609 -21.65749,120.39633 -21.65647)))",Lake,,Perennial,Not applicable,Perennial Lake,1836.707,6.697,"66968","1833"
"MULTIPOLYGON (((120.40112 -20.69063,120.40189 -20.68976,120.40255 -20.69001,120.40453 -20.69178,120.40461 -20.69295,120.40433 -20.69327,120.40373 -20.69324,120.40112 -20.69063)))",Lake,,Perennial,Not applicable,Perennial Lake,1119.373,6.734,"67345","1119"
"MULTIPOLYGON (((117.62335 -21.85624,117.62131 -21.85523,117.61848 -21.8547,117.61697 -21.85441,117.61768 -21.85398,117.61812 -21.85398,117.61925 -21.85398,117.62324 -21.855,117.62421 -21.85546,117.6246 -21.85601,117.62335 -21.85624)))",Lake,,Perennial,Not applicable,Perennial Lake,1683.022,6.676,"66760","1691"
"MULTIPOLYGON (((120.04911 -21.95243,120.04693 -21.95243,120.045 -21.95163,120.04452 -21.95129,120.04513 -21.95108,120.04561 -21.95107,120.04625 -21.9512,120.04681 -21.95164,120.0474 -21.95185,120.04802 -21.95187,120.04893 -21.95158,120.0499 -21.9516,120.05086 -21.95151,120.05201 -21.95114,120.05238 -21.95109,120.05264 -21.95127,120.05274 -21.95155,120.05274 -21.95189,120.04911 -21.95243)))",Lake,,Perennial,Not applicable,Perennial Lake,1833.167,6.662,"66624","1842"
"MULTIPOLYGON (((118.89809 -21.32039,118.89681 -21.32039,118.89639 -21.32028,118.8961 -21.31986,118.89574 -21.31886,118.89478 -21.3171,118.89482 -21.31641,118.89497 -21.31585,118.89541 -21.31585,118.89579 -21.31616,118.89612 -21.31667,118.89632 -21.31741,118.89675 -21.31807,118.89708 -21.31948,118.89809 -21.32039)))",Lake,,Perennial,Not applicable,Perennial Lake,1351.392,6.619,"66186","1349"
"MULTIPOLYGON (((118.89199 -21.30762,118.89317 -21.30992,118.89328 -21.31128,118.89314 -21.31239,118.89285 -21.31243,118.89259 -21.31233,118.89221 -21.31126,118.89199 -21.31005,118.89152 -21.30898,118.89079 -21.3078,118.89075 -21.3075,118.89088 -21.30727,118.89122 -21.3071,118.89167 -21.30725,118.89199 -21.30762)))",Lake,,Perennial,Not applicable,Perennial Lake,1365.930,6.523,"65228","1361"
"MULTIPOLYGON (((121.08873 -21.5468,121.08813 -21.54646,121.08776 -21.54545,121.0868 -21.54432,121.08643 -21.54319,121.08619 -21.54285,121.08642 -21.54105,121.08654 -21.54093,121.08691 -21.54116,121.08703 -21.54183,121.08776 -21.54262,121.08873 -21.5468)))",Lake,,Perennial,Not applicable,Perennial Lake,1461.595,6.491,"64905","1456"
"MULTIPOLYGON (((121.14922 -21.61066,121.14946 -21.60939,121.15014 -21.61048,121.15048 -21.61584,121.15024 -21.61657,121.14965 -21.6161,121.14922 -21.61066)))",Lake,,Perennial,Not applicable,Perennial Lake,1654.626,6.471,"64706","1646"
"MULTIPOLYGON (((119.86565 -20.59991,119.86355 -20.5989,119.8608 -20.59788,119.85772 -20.59751,119.85816 -20.59664,119.85888 -20.59664,119.86175 -20.59743,119.86415 -20.59844,119.86565 -20.59991)))",Lake,MADABARINA POOL,Perennial,Not applicable,Perennial Lake,1865.233,6.501,"65010","1871"
"MULTIPOLYGON (((118.0352 -20.50088,118.03309 -20.50013,118.03141 -20.50002,118.02854 -20.50037,118.0283 -20.49981,118.02877 -20.49947,118.03297 -20.49911,118.03453 -20.49978,118.0352 -20.50088)))",Lake,,Perennial,Not applicable,Perennial Lake,1595.360,6.431,"64310","1601"
"MULTIPOLYGON (((120.22764 -20.67015,120.22608 -20.67002,120.22369 -20.66955,120.22309 -20.6692,120.22202 -20.66885,120.22142 -20.66828,120.22166 -20.66806,120.22226 -20.66806,120.22417 -20.66887,120.22669 -20.66935,120.22861 -20.66914,120.22884 -20.66959,120.22764 -20.67015)))",Lake,,Perennial,Not applicable,Perennial Lake,1671.749,6.411,"64106","1678"
"MULTIPOLYGON (((120.09575 -21.90931,120.09587 -21.90873,120.09684 -21.90761,120.09866 -21.90637,120.09951 -21.90536,120.1 -21.90504,120.10036 -21.9048,120.10157 -21.9048,120.1 -21.90621,120.09793 -21.90807,120.09575 -21.90931)))",Lake,,Perennial,Not applicable,Perennial Lake,1616.868,6.322,"63218","1618"
"MULTIPOLYGON (((119.72983 -21.14273,119.73056 -21.14316,119.72974 -21.14371,119.72902 -21.14439,119.72794 -21.14631,119.72721 -21.14699,119.72548 -21.14735,119.7275 -21.14498,119.72877 -21.14349,119.72983 -21.14273)))",Lake,,Perennial,Not applicable,Perennial Lake,1517.342,6.315,"63149","1517"
"MULTIPOLYGON (((117.60741 -21.02489,117.60801 -21.0264,117.60777 -21.02798,117.608 -21.02888,117.60788 -21.03103,117.6074 -21.03193,117.60692 -21.03125,117.60692 -21.02798,117.60729 -21.02707,117.60705 -21.02617,117.60741 -21.02489)))",Lake,COONANARRINA POOL,Perennial,Not applicable,Perennial Lake,1624.580,6.309,"63089","1617"
"MULTIPOLYGON (((116.05192 -22.66247,116.05171 -22.66243,116.05102 -22.66194,116.04849 -22.65902,116.04715 -22.65849,116.04566 -22.6586,116.04214 -22.65974,116.04183 -22.6596,116.04198 -22.65931,116.04556 -22.65815,116.04723 -22.65804,116.0488 -22.65865,116.05136 -22.66162,116.05203 -22.66208,116.05206 -22.66239,116.05192 -22.66247)))",Lake,,Perennial,Not applicable,Perennial Lake,2571.941,6.229,"62285","2579"
"MULTIPOLYGON (((117.10678 -21.20185,117.10663 -21.20095,117.10712 -21.1988,117.10773 -21.19779,117.10896 -21.19688,117.10917 -21.19768,117.10893 -21.1987,117.10784 -21.20005,117.10747 -21.2014,117.10678 -21.20185)))",Lake,MURGHANNA POOL,Perennial,Not applicable,Perennial Lake,1275.330,6.247,"62474","1271"
"MULTIPOLYGON (((118.32883 -20.77682,118.32853 -20.78298,118.32799 -20.78366,118.32776 -20.777,118.32812 -20.77643,118.32883 -20.77682)))",Lake,,Perennial,Not applicable,Perennial Lake,1680.908,6.245,"62452","1673"
"MULTIPOLYGON (((117.23942 -21.15949,117.23798 -21.15905,117.2369 -21.15826,117.23606 -21.15633,117.23546 -21.15577,117.23527 -21.15505,117.23583 -21.15486,117.23691 -21.156,117.23774 -21.15758,117.23858 -21.15838,117.23942 -21.15899,117.24019 -21.15946,117.23942 -21.15949)))",Lake,,Perennial,Not applicable,Perennial Lake,1536.383,6.211,"62107","1536"
"MULTIPOLYGON (((120.14314 -21.86926,120.14318 -21.86863,120.1455 -21.86503,120.14816 -21.86334,120.14852 -21.86357,120.14731 -21.86469,120.1461 -21.86548,120.14355 -21.86942,120.14314 -21.86926)))",Lake,,Perennial,Not applicable,Perennial Lake,1799.063,6.178,"61776","1797"
"MULTIPOLYGON (((118.84666 -21.24548,118.84813 -21.24598,118.84873 -21.24655,118.84909 -21.24745,118.84993 -21.24847,118.85035 -21.24958,118.84962 -21.25054,118.84944 -21.24949,118.84848 -21.24835,118.84836 -21.24779,118.84788 -21.24722,118.84685 -21.24662,118.84666 -21.24548)))",Lake,KUNAGUNARRINA POOL,Perennial,Not applicable,Perennial Lake,1439.329,6.181,"61814","1437"
"MULTIPOLYGON (((120.33432 -21.43442,120.33448 -21.43353,120.33642 -21.43177,120.33721 -21.43027,120.33769 -21.42945,120.338 -21.42945,120.33828 -21.42985,120.33796 -21.43092,120.33709 -21.43234,120.33574 -21.43382,120.33502 -21.43423,120.33432 -21.43442)))",Lake,,Perennial,Not applicable,Perennial Lake,1438.686,6.173,"61728","1436"
"MULTIPOLYGON (((120.5043 -21.21504,120.50418 -21.21447,120.50539 -21.21256,120.50768 -21.20985,120.50888 -21.20918,120.50888 -21.20974,120.50635 -21.21256,120.50491 -21.21481,120.5043 -21.21504)))",Lake,,Perennial,Not applicable,Perennial Lake,1669.349,6.162,"61616","1667"
"MULTIPOLYGON (((118.50369 -21.44794,118.50317 -21.4482,118.50269 -21.44775,118.50134 -21.44474,118.50107 -21.44397,118.50134 -21.44305,118.50224 -21.44368,118.50235 -21.44458,118.50366 -21.44707,118.50369 -21.44794)))",Lake,,Perennial,Not applicable,Perennial Lake,1313.183,6.134,"61342","1309"
"MULTIPOLYGON (((119.91226 -21.1871,119.91105 -21.18688,119.91063 -21.18625,119.91165 -21.18507,119.91345 -21.18473,119.91523 -21.18491,119.91406 -21.18574,119.91346 -21.18575,119.91274 -21.1862,119.91274 -21.18654,119.9125 -21.18699,119.91226 -21.1871)))",Lake,,Perennial,Not applicable,Perennial Lake,1177.882,6.135,"61350","1181"
"MULTIPOLYGON (((118.91114 -21.34528,118.91183 -21.346,118.91156 -21.34671,118.90918 -21.34498,118.90686 -21.34374,118.9079 -21.34311,118.90907 -21.34351,118.91114 -21.34528)))",Lake,,Perennial,Not applicable,Perennial Lake,1326.679,6.108,"61080","1328"
"MULTIPOLYGON (((117.93583 -21.52098,117.93555 -21.52019,117.93627 -21.51917,117.93591 -21.51838,117.93579 -21.51793,117.93615 -21.51725,117.93615 -21.51658,117.93554 -21.51567,117.93573 -21.51472,117.93639 -21.51533,117.93687 -21.51646,117.93728 -21.51899,117.93583 -21.52098)))",Lake,,Perennial,Not applicable,Perennial Lake,1544.751,6.096,"60956","1539"
"MULTIPOLYGON (((115.74434 -21.33862,115.74386 -21.33854,115.74094 -21.33827,115.73925 -21.33849,115.73624 -21.33849,115.735 -21.33796,115.73853 -21.33782,115.73926 -21.33759,115.74191 -21.3376,115.74434 -21.33862)))",Lake,,Perennial,Not applicable,Perennial Lake,1972.682,6.049,"60491","1983"
"MULTIPOLYGON (((119.77767 -21.80806,119.77698 -21.80753,119.77589 -21.80742,119.77492 -21.80697,119.77185 -21.80507,119.77262 -21.80483,119.77438 -21.80548,119.77492 -21.80618,119.7754 -21.80607,119.77782 -21.80719,119.77805 -21.80744,119.77767 -21.80806)))",Lake,,Perennial,Not applicable,Perennial Lake,1515.465,5.991,"59907","1520"
"MULTIPOLYGON (((119.86514 -21.8425,119.86411 -21.84228,119.86338 -21.84127,119.86325 -21.84036,119.86253 -21.8398,119.86136 -21.83935,119.86325 -21.83924,119.86425 -21.84059,119.86507 -21.84081,119.86603 -21.84177,119.86595 -21.84247,119.86514 -21.8425)))",Lake,,Perennial,Not applicable,Perennial Lake,1344.778,5.965,"59652","1346"
"MULTIPOLYGON (((120.31798 -21.69909,120.31859 -21.69864,120.31859 -21.69808,120.31919 -21.69808,120.32185 -21.69876,120.32233 -21.69932,120.32185 -21.69978,120.32172 -21.70023,120.3185 -21.69935,120.31798 -21.69909)))",Lake,,Perennial,Not applicable,Perennial Lake,1097.070,5.970,"59704","1100"
"MULTIPOLYGON (((116.95029 -20.89102,116.95023 -20.89102,116.95001 -20.89046,116.94923 -20.88869,116.94948 -20.88722,116.94982 -20.88595,116.94987 -20.88574,116.95026 -20.88555,116.95046 -20.88557,116.95048 -20.8856,116.95064 -20.88591,116.95064 -20.88621,116.9503 -20.88843,116.95087 -20.89027,116.95096 -20.89076,116.95076 -20.891,116.95073 -20.891,116.95029 -20.89102)))",Lake,,Perennial,Not applicable,Perennial Lake,1363.256,5.979,"59786","1358"
"MULTIPOLYGON (((117.08063 -21.24559,117.08002 -21.24441,117.08002 -21.24384,117.08039 -21.2426,117.08112 -21.24136,117.08184 -21.24069,117.08249 -21.24084,117.0822 -21.24216,117.0811 -21.24362,117.0811 -21.24453,117.08063 -21.24559)))",Lake,,Perennial,Not applicable,Perennial Lake,1261.398,5.942,"59420","1257"
"MULTIPOLYGON (((117.99371 -21.42071,117.99424 -21.41922,117.9946 -21.41888,117.99568 -21.41809,117.99616 -21.41708,117.99713 -21.41617,117.99787 -21.41617,117.99701 -21.4173,117.99629 -21.419,117.99496 -21.42013,117.99371 -21.42071)))",Lake,MODERMERYENER POOL,Perennial,Not applicable,Perennial Lake,1398.653,5.821,"58206","1397"
"MULTIPOLYGON (((119.4304 -20.39333,119.43246 -20.39563,119.43377 -20.39729,119.4346 -20.39887,119.43603 -20.40204,119.43455 -20.40003,119.43303 -20.39739,119.43152 -20.39546,119.43095 -20.39473,119.4304 -20.39333)))",Lake,WARDOOMOONDENER POOL,Perennial,Not applicable,Perennial Lake,2278.370,5.830,"58300","2274"
"MULTIPOLYGON (((117.06751 -21.57217,117.0634 -21.57214,117.06274 -21.5717,117.06328 -21.57125,117.06534 -21.57114,117.06594 -21.57137,117.06691 -21.57137,117.06801 -21.57107,117.06924 -21.57146,117.06751 -21.57217)))",Lake,,Perennial,Not applicable,Perennial Lake,1407.757,5.764,"57638","1415"
"MULTIPOLYGON (((117.11314 -21.16815,117.1126 -21.16771,117.11378 -21.16642,117.11476 -21.16507,117.11621 -21.16372,117.11681 -21.16365,117.11693 -21.16441,117.11608 -21.16576,117.1144 -21.16643,117.11314 -21.16815)))",Lake,,Perennial,Not applicable,Perennial Lake,1398.411,5.744,"57440","1398"
"MULTIPOLYGON (((117.07259 -21.27509,117.073 -21.27238,117.07318 -21.2719,117.07373 -21.27046,117.07471 -21.26964,117.07457 -21.27115,117.07329 -21.27507,117.0732 -21.27508,117.07259 -21.27509)))",Lake,,Perennial,Not applicable,Perennial Lake,1364.786,5.723,"57225","1360"
"MULTIPOLYGON (((117.61188 -20.9467,117.61236 -20.94715,117.61095 -20.94849,117.61027 -20.95004,117.60823 -20.9526,117.60811 -20.95128,117.61045 -20.94826,117.61188 -20.9467)))",Lake,,Perennial,Not applicable,Perennial Lake,1609.902,5.723,"57228","1607"
"MULTIPOLYGON (((119.46005 -20.42048,119.45954 -20.4204,119.45789 -20.41946,119.45504 -20.41888,119.45408 -20.41795,119.45264 -20.41757,119.44911 -20.41598,119.44795 -20.41602,119.44701 -20.41594,119.44767 -20.41557,119.44916 -20.41552,119.45285 -20.41722,119.45432 -20.4176,119.45524 -20.41853,119.45782 -20.41925,119.45957 -20.42008,119.46005 -20.42048)))",Lake,WOORABARDAREE POOL,Perennial,Not applicable,Perennial Lake,2994.233,5.697,"56972","3004"
"MULTIPOLYGON (((119.25899 -20.33303,119.25628 -20.33167,119.25496 -20.33155,119.25412 -20.33098,119.25305 -20.33098,119.25154 -20.32954,119.25258 -20.32956,119.25407 -20.33004,119.25532 -20.33099,119.25664 -20.3311,119.25899 -20.33303)))",Lake,BULGANYAH LAKE,Perennial,Not applicable,Perennial Lake,1803.288,5.651,"56505","1808"
"MULTIPOLYGON (((118.42565 -21.39575,118.42559 -21.39485,118.42718 -21.39254,118.4288 -21.39078,118.42986 -21.38983,118.43023 -21.3897,118.43018 -21.39012,118.42912 -21.39101,118.43053 -21.39119,118.43038 -21.39148,118.42906 -21.39137,118.4279 -21.39274,118.42635 -21.39508,118.42565 -21.39575)))",Lake,,Perennial,Not applicable,Perennial Lake,1973.023,5.599,"55993","1972"
"MULTIPOLYGON (((119.87365 -21.87194,119.87471 -21.87034,119.87568 -21.86955,119.87652 -21.86921,119.87797 -21.8692,119.8787 -21.86875,119.87995 -21.8673,119.87966 -21.86875,119.87906 -21.86954,119.87858 -21.86977,119.87737 -21.86977,119.87592 -21.87034,119.87365 -21.87194)))",Lake,,Perennial,Not applicable,Perennial Lake,1788.566,5.577,"55774","1790"
"MULTIPOLYGON (((120.5374 -21.05383,120.53673 -21.05379,120.53596 -21.05334,120.535 -21.05266,120.53392 -21.05186,120.5332 -21.05108,120.53281 -21.05029,120.53284 -21.04995,120.5338 -21.05041,120.5344 -21.0512,120.53704 -21.05289,120.53776 -21.05368,120.5374 -21.05383)))",Lake,,Perennial,Not applicable,Perennial Lake,1386.888,5.607,"56070","1388"
"MULTIPOLYGON (((117.97531 -21.43753,117.97294 -21.43737,117.97543 -21.43594,117.97828 -21.43599,117.97736 -21.43685,117.9764 -21.4373,117.97531 -21.43753)))",Lake,BEEYOUNGINER POOL,Perennial,Not applicable,Perennial Lake,1201.583,5.585,"55853","1207"
"MULTIPOLYGON (((117.09594 -21.21862,117.09871 -21.2183,117.1 -21.21785,117.10017 -21.21779,117.1 -21.21823,117.09979 -21.21876,117.09834 -21.21931,117.0975 -21.21942,117.09548 -21.22013,117.09515 -21.21968,117.09533 -21.21907,117.09594 -21.21862)))",Lake,,Perennial,Not applicable,Perennial Lake,1247.942,5.591,"55909","1251"
"MULTIPOLYGON (((120.91097 -21.00218,120.9123 -21.00523,120.91387 -21.00771,120.91351 -21.00814,120.91319 -21.00833,120.91269 -21.0079,120.91208 -21.00683,120.91156 -21.0056,120.91121 -21.00448,120.91103 -21.00339,120.91097 -21.00218)))",Lake,YILGALONG POOL,Perennial,Not applicable,Perennial Lake,1526.268,5.553,"55528","1521"
"MULTIPOLYGON (((118.25278 -21.3166,118.25137 -21.31637,118.25243 -21.31544,118.25339 -21.3151,118.25598 -21.31486,118.25588 -21.31545,118.25496 -21.31611,118.25376 -21.31656,118.25278 -21.3166)))",Lake,,Perennial,Not applicable,Perennial Lake,1094.093,5.526,"55262","1098"
"MULTIPOLYGON (((116.90917 -21.55402,116.90585 -21.55514,116.90307 -21.55503,116.89996 -21.55394,116.90427 -21.55435,116.90693 -21.55423,116.90917 -21.55402)))",Lake,,Perennial,Not applicable,Perennial Lake,1945.009,5.475,"54752","1956"
"MULTIPOLYGON (((118.70817 -21.85885,118.70775 -21.85826,118.70873 -21.85724,118.70873 -21.85657,118.70777 -21.85521,118.70742 -21.85396,118.70809 -21.85394,118.70934 -21.85578,118.7097 -21.85702,118.70957 -21.8577,118.70817 -21.85885)))",Lake,,Perennial,Not applicable,Perennial Lake,1353.090,5.464,"54636","1350"
"MULTIPOLYGON (((117.62642 -22.39953,117.62555 -22.39843,117.62556 -22.39663,117.62455 -22.39399,117.62653 -22.39583,117.62677 -22.39764,117.62642 -22.39953)))",Lake,,Perennial,Not applicable,Perennial Lake,1369.293,5.436,"54356","1363"
