WKT,FEAT_DESC,NAME,PERENNIAL,HIERARCHY,MAP_LEGEND,PERIMETER,HECTARES,myarea,myperim
"MULTIPOLYGON (((115.64932 -22.66207,115.64916 -22.662,115.64761 -22.66098,115.64136 -22.65586,115.64135 -22.65555,115.64169 -22.65553,115.64792 -22.66063,115.64949 -22.66166,115.64955 -22.66197,115.64932 -22.66207)))",Lake,,Perennial,Not applicable,Perennial Lake,2249.789,5.410,"54099","2252"
"MULTIPOLYGON (((119.69396 -21.20842,119.6936 -21.20842,119.69336 -21.2082,119.6936 -21.20763,119.69504 -21.20684,119.69865 -21.20604,119.69901 -21.20604,119.69926 -21.20638,119.69878 -21.20683,119.69625 -21.20729,119.69396 -21.20842)))",Lake,,Perennial,Not applicable,Perennial Lake,1383.541,5.463,"54632","1388"
"MULTIPOLYGON (((120.44305 -21.59008,120.44197 -21.5893,120.44028 -21.5867,120.44004 -21.58579,120.4404 -21.58534,120.44089 -21.58523,120.44149 -21.58636,120.44185 -21.58771,120.44293 -21.58896,120.44305 -21.59008)))",Lake,,Perennial,Not applicable,Perennial Lake,1296.160,5.432,"54318","1293"
"MULTIPOLYGON (((117.58254 -20.71111,117.58272 -20.71258,117.58284 -20.71347,117.5838 -20.71493,117.58369 -20.71527,117.58333 -20.71527,117.58223 -20.71471,117.58115 -20.71358,117.58161 -20.71249,117.58184 -20.71194,117.58254 -20.71111)))",Lake,,Perennial,Not applicable,Perennial Lake,1143.517,5.448,"54477","1141"
"MULTIPOLYGON (((116.83727 -21.49197,116.8381 -21.4943,116.83735 -21.49432,116.83725 -21.49536,116.83691 -21.49467,116.83531 -21.49265,116.83555 -21.49198,116.83727 -21.49197)))",Lake,,Perennial,Not applicable,Perennial Lake,1085.987,5.419,"54190","1084"
"MULTIPOLYGON (((120.44272 -21.57079,120.44284 -21.57045,120.44731 -21.57,120.44827 -21.56944,120.44864 -21.56865,120.44924 -21.56809,120.44948 -21.5682,120.44948 -21.56888,120.44827 -21.57034,120.44743 -21.57079,120.44272 -21.57079)))",Lake,,Perennial,Not applicable,Perennial Lake,1696.338,5.377,"53770","1701"
"MULTIPOLYGON (((117.86887 -21.85119,117.86761 -21.85113,117.86652 -21.85022,117.8664 -21.84955,117.86519 -21.84797,117.86507 -21.84763,117.86544 -21.8474,117.86592 -21.8474,117.86887 -21.85119)))",Lake,,Perennial,Not applicable,Perennial Lake,1226.598,5.341,"53411","1226"
"MULTIPOLYGON (((119.70444 -21.37529,119.70383 -21.37394,119.70383 -21.37225,119.70347 -21.37112,119.7037 -21.36953,119.70467 -21.37135,119.70467 -21.37304,119.70504 -21.37394,119.70492 -21.37507,119.70444 -21.37529)))",Lake,,Perennial,Not applicable,Perennial Lake,1364.194,5.346,"53464","1358"
"MULTIPOLYGON (((117.48817 -21.35265,117.48753 -21.3522,117.48721 -21.35136,117.48722 -21.35034,117.48855 -21.3491,117.48867 -21.34854,117.48966 -21.34757,117.49011 -21.34843,117.48987 -21.34877,117.48866 -21.35001,117.48818 -21.35102,117.48817 -21.35265)))",Lake,,Perennial,Not applicable,Perennial Lake,1344.709,5.334,"53336","1341"
"MULTIPOLYGON (((118.62964 -21.69505,118.62834 -21.69352,118.62727 -21.69148,118.62727 -21.6908,118.6277 -21.6902,118.62836 -21.69081,118.62871 -21.69205,118.62991 -21.69432,118.62964 -21.69505)))",Lake,CANGAN POOL,Perennial,Not applicable,Perennial Lake,1231.192,5.316,"53163","1227"
"MULTIPOLYGON (((117.8306 -21.35826,117.83106 -21.35726,117.83239 -21.35624,117.83335 -21.35443,117.83407 -21.35385,117.83492 -21.35252,117.83591 -21.35128,117.83577 -21.35252,117.8348 -21.35387,117.83359 -21.35511,117.83311 -21.35621,117.83215 -21.35714,117.8306 -21.35826)))",Lake,,Perennial,Not applicable,Perennial Lake,1949.640,5.306,"53059","1946"
"MULTIPOLYGON (((117.49423 -21.36003,117.49322 -21.35939,117.4925 -21.35871,117.49214 -21.35803,117.49202 -21.35713,117.49146 -21.35664,117.49179 -21.35589,117.49251 -21.35611,117.49311 -21.35679,117.49322 -21.35781,117.49431 -21.35905,117.49423 -21.36003)))",Lake,,Perennial,Not applicable,Perennial Lake,1164.867,5.301,"53006","1163"
"MULTIPOLYGON (((117.96308 -20.8999,117.96117 -20.8983,117.9602 -20.89661,117.95936 -20.89415,117.95992 -20.89357,117.96177 -20.89796,117.96308 -20.8999)))",Lake,,Perennial,Not applicable,Perennial Lake,1633.076,5.306,"53061","1629"
"MULTIPOLYGON (((120.9736 -21.49028,120.97577 -21.48914,120.97866 -21.48733,120.97914 -21.48733,120.97902 -21.48789,120.97782 -21.48903,120.97589 -21.49015,120.9736 -21.49028)))",Lake,,Perennial,Not applicable,Perennial Lake,1377.954,5.253,"52528","1381"
"MULTIPOLYGON (((115.71251 -21.34652,115.71043 -21.34632,115.70766 -21.34496,115.70397 -21.34228,115.70862 -21.34473,115.71055 -21.34564,115.71151 -21.34565,115.71251 -21.34652)))",Lake,,Perennial,Not applicable,Perennial Lake,2038.255,5.197,"51967","2044"
"MULTIPOLYGON (((117.61042 -21.85453,117.60969 -21.8543,117.608 -21.85351,117.60691 -21.85272,117.60716 -21.85238,117.60788 -21.85238,117.60932 -21.85281,117.61078 -21.85352,117.61157 -21.8544,117.61042 -21.85453)))",Lake,,Perennial,Not applicable,Perennial Lake,1107.396,5.168,"51681","1111"
"MULTIPOLYGON (((117.01117 -21.56273,117.0102 -21.56262,117.00876 -21.5617,117.00816 -21.56114,117.00786 -21.56006,117.00913 -21.56024,117.01163 -21.56232,117.01117 -21.56273)))",Lake,,Perennial,Not applicable,Perennial Lake,1037.233,5.170,"51702","1039"
"MULTIPOLYGON (((115.58154 -22.60079,115.58136 -22.60076,115.58082 -22.60052,115.57932 -22.59946,115.5776 -22.59749,115.57531 -22.5938,115.57529 -22.59363,115.5754 -22.5935,115.57557 -22.59349,115.57573 -22.59358,115.578 -22.59724,115.57966 -22.59913,115.58107 -22.60013,115.58163 -22.60036,115.58175 -22.60065,115.58154 -22.60079)))",Lake,,Perennial,Not applicable,Perennial Lake,2147.587,5.128,"51283","2145"
"MULTIPOLYGON (((119.77671 -21.90585,119.77612 -21.90581,119.77528 -21.90401,119.77508 -21.90236,119.77527 -21.90163,119.77583 -21.90121,119.77661 -21.904,119.77671 -21.90585)))",Lake,,Perennial,Not applicable,Perennial Lake,1149.292,5.152,"51516","1144"
"MULTIPOLYGON (((116.74736 -22.36072,116.74522 -22.3606,116.74371 -22.36002,116.74123 -22.35866,116.74115 -22.35835,116.74148 -22.35827,116.74393 -22.35961,116.74533 -22.36016,116.74732 -22.36027,116.74832 -22.36003,116.7487 -22.35989,116.75018 -22.35915,116.7505 -22.35925,116.7504 -22.35956,116.74893 -22.36029,116.74841 -22.36047,116.74736 -22.36072)))",Lake,,Perennial,Not applicable,Perennial Lake,2134.078,5.128,"51282","2143"
"MULTIPOLYGON (((117.00039 -20.73932,117.0 -20.7392,116.9971 -20.73829,116.99445 -20.73774,116.99409 -20.73729,116.99445 -20.73695,116.99529 -20.73695,116.99709 -20.73727,116.99834 -20.73796,117.0 -20.73906,117.00039 -20.73932)))",Lake,,Perennial,Not applicable,Perennial Lake,1444.862,5.176,"51755","1450"
"MULTIPOLYGON (((117.20003 -21.24966,117.19856 -21.24675,117.19869 -21.24585,117.19821 -21.24505,117.19821 -21.24404,117.1993 -21.24472,117.19965 -21.24585,117.19965 -21.24709,117.20012 -21.248,117.20003 -21.24966)))",Lake,,Perennial,Not applicable,Perennial Lake,1375.313,5.152,"51521","1370"
"MULTIPOLYGON (((120.0 -20.61674,120.00093 -20.6172,120.00132 -20.61854,120.0011 -20.61834,120.0 -20.61765,119.99895 -20.61765,119.99751 -20.61855,119.99634 -20.61842,119.99775 -20.61708,119.99883 -20.61674,120.0 -20.61674)))",Lake,,Perennial,Not applicable,Perennial Lake,1292.391,5.133,"51326","1295"
"MULTIPOLYGON (((120.43872 -21.58252,120.4386 -21.5815,120.43824 -21.58094,120.43812 -21.57981,120.43932 -21.58105,120.44005 -21.58139,120.44041 -21.58241,120.44041 -21.58399,120.43932 -21.58365,120.4392 -21.58274,120.43872 -21.58252)))",Lake,,Perennial,Not applicable,Perennial Lake,1153.989,5.096,"50963","1151"
"MULTIPOLYGON (((119.23045 -20.07904,119.22882 -20.07769,119.22673 -20.07435,119.2266 -20.07369,119.22615 -20.07151,119.22682 -20.07291,119.22698 -20.07322,119.22727 -20.07383,119.22928 -20.07713,119.23045 -20.07904)))",Lake,,Perennial,Not applicable,Perennial Lake,1928.904,5.143,"51433","1925"
"MULTIPOLYGON (((116.13333 -21.74775,116.1331 -21.74714,116.13431 -21.74658,116.13588 -21.74613,116.13673 -21.74624,116.13745 -21.74681,116.13902 -21.74692,116.1414 -21.74685,116.13914 -21.7476,116.13745 -21.74726,116.13685 -21.74681,116.136 -21.74669,116.13333 -21.74775)))",Lake,,Perennial,Not applicable,Perennial Lake,1864.076,5.081,"50809","1872"
"MULTIPOLYGON (((120.11836 -21.88452,120.11751 -21.88413,120.11817 -21.88357,120.12148 -21.88316,120.12233 -21.88379,120.12196 -21.88431,120.11836 -21.88452)))",Lake,,Perennial,Not applicable,Perennial Lake,1084.406,5.076,"50761","1089"
"MULTIPOLYGON (((119.71368 -21.17558,119.71306 -21.17725,119.71306 -21.17794,119.71293 -21.17823,119.71282 -21.17892,119.7129 -21.18046,119.71258 -21.18075,119.71216 -21.18067,119.71205 -21.17954,119.71202 -21.17768,119.71295 -21.17532,119.71368 -21.17558)))",Lake,MARBLE BAR POOL,Perennial,Not applicable,Perennial Lake,1342.229,5.099,"50988","1337"
"MULTIPOLYGON (((121.10695 -21.75703,121.10719 -21.75604,121.10827 -21.75434,121.10863 -21.75265,121.10948 -21.75264,121.1096 -21.75389,121.10912 -21.7549,121.10792 -21.75649,121.10695 -21.75703)))",Lake,,Perennial,Not applicable,Perennial Lake,1206.851,5.073,"50727","1204"
"MULTIPOLYGON (((120.444 -21.59765,120.4434 -21.59719,120.44304 -21.59347,120.44305 -21.59223,120.44377 -21.59212,120.44413 -21.59471,120.44413 -21.59584,120.444 -21.59765)))",Lake,,Perennial,Not applicable,Perennial Lake,1328.351,5.072,"50722","1322"
"MULTIPOLYGON (((119.9929 -21.97576,119.99196 -21.97533,119.9932 -21.97456,119.99719 -21.97499,119.9964 -21.97575,119.9929 -21.97576)))",Lake,,Perennial,Not applicable,Perennial Lake,1149.912,5.047,"50469","1156"
"MULTIPOLYGON (((120.1321 -21.88621,120.13144 -21.88589,120.13079 -21.88574,120.1297 -21.88562,120.12651 -21.88552,120.12629 -21.88539,120.1262 -21.88527,120.12636 -21.88515,120.12675 -21.88505,120.13037 -21.88481,120.13091 -21.88483,120.13134 -21.88498,120.13224 -21.8854,120.13252 -21.88592,120.1321 -21.88621)))",Lake,,Perennial,Not applicable,Perennial Lake,1389.423,4.946,"49462","1396"
"MULTIPOLYGON (((119.92833 -21.12568,119.92809 -21.12535,119.92808 -21.12467,119.92796 -21.12433,119.92626 -21.12327,119.92645 -21.12258,119.92724 -21.12242,119.92796 -21.12275,119.92904 -21.12376,119.92917 -21.12455,119.92857 -21.12557,119.92833 -21.12568)))",Lake,,Perennial,Not applicable,Perennial Lake,1021.668,4.960,"49599","1021"
"MULTIPOLYGON (((117.10358 -22.88186,117.10118 -22.88136,117.10285 -22.88095,117.10493 -22.8804,117.10737 -22.8804,117.1048 -22.88164,117.10358 -22.88186)))",Lake,WOONGARRA POOL,Perennial,Not applicable,Perennial Lake,1319.210,4.899,"48994","1327"
"MULTIPOLYGON (((117.04482 -21.44084,117.04321 -21.44064,117.0441 -21.44004,117.04531 -21.43982,117.04628 -21.43915,117.04652 -21.4387,117.04652 -21.43791,117.04707 -21.4369,117.04737 -21.43825,117.04694 -21.44006,117.04591 -21.44028,117.04482 -21.44084)))",Lake,,Perennial,Not applicable,Perennial Lake,1399.878,4.945,"49446","1400"
"MULTIPOLYGON (((121.01683 -21.45678,121.01707 -21.457,121.01672 -21.45847,121.01576 -21.46084,121.01499 -21.46155,121.01494 -21.46087,121.01587 -21.45734,121.01683 -21.45678)))",Lake,,Perennial,Not applicable,Perennial Lake,1193.897,4.886,"48865","1190"
"MULTIPOLYGON (((121.02697 -21.46048,121.02625 -21.45946,121.02491 -21.45676,121.02479 -21.45529,121.02527 -21.45517,121.02576 -21.45698,121.02709 -21.45901,121.02746 -21.46014,121.02722 -21.46047,121.02697 -21.46048)))",Lake,,Perennial,Not applicable,Perennial Lake,1355.805,4.817,"48172","1351"
"MULTIPOLYGON (((120.6619 -21.36406,120.66009 -21.36304,120.65985 -21.36259,120.66069 -21.36259,120.66202 -21.36338,120.66443 -21.36315,120.66515 -21.36259,120.66648 -21.36293,120.66648 -21.36304,120.66455 -21.36372,120.6619 -21.36406)))",Lake,,Perennial,Not applicable,Perennial Lake,1514.065,4.802,"48019","1520"
"MULTIPOLYGON (((120.3382 -21.4247,120.3373 -21.42463,120.33663 -21.42416,120.33475 -21.42274,120.33365 -21.42203,120.33244 -21.42134,120.33232 -21.42087,120.33314 -21.421,120.33507 -21.42217,120.33646 -21.42316,120.33737 -21.42392,120.3381 -21.4244,120.3382 -21.4247)))",Lake,,Perennial,Not applicable,Perennial Lake,1526.301,4.799,"47992","1529"
"MULTIPOLYGON (((118.71851 -21.95939,118.71733 -21.95838,118.7162 -21.95618,118.71671 -21.95464,118.71851 -21.95844,118.71851 -21.95939)))",Lake,,Perennial,Not applicable,Perennial Lake,1183.808,4.780,"47805","1179"
"MULTIPOLYGON (((117.27046 -21.28702,117.27027 -21.28598,117.27142 -21.28532,117.27167 -21.28441,117.27251 -21.28351,117.27333 -21.28352,117.27299 -21.28476,117.27263 -21.28532,117.2713 -21.28644,117.27117 -21.2869,117.27046 -21.28702)))",Lake,,Perennial,Not applicable,Perennial Lake,1106.616,4.784,"47839","1106"
"MULTIPOLYGON (((120.40938 -21.3243,120.40822 -21.32428,120.4077 -21.32418,120.40536 -21.32368,120.40252 -21.32327,120.40228 -21.32316,120.40254 -21.32306,120.40452 -21.32304,120.40527 -21.32293,120.40565 -21.32294,120.40874 -21.32362,120.40902 -21.32385,120.40938 -21.3243)))",Lake,,Perennial,Not applicable,Perennial Lake,1525.661,4.782,"47821","1533"
"MULTIPOLYGON (((117.52442 -22.31254,117.52381 -22.3124,117.52316 -22.31216,117.52235 -22.31166,117.52167 -22.31109,117.52123 -22.3106,117.52136 -22.31009,117.52136 -22.31008,117.52201 -22.31004,117.52292 -22.31049,117.52391 -22.31112,117.52447 -22.31165,117.52465 -22.31216,117.52455 -22.31233,117.52442 -22.31254)))",Lake,,Perennial,Not applicable,Perennial Lake,946.806,4.727,"47272","948"
"MULTIPOLYGON (((117.80695 -21.35973,117.80671 -21.3595,117.8055 -21.3595,117.8049 -21.35973,117.802 -21.35905,117.80345 -21.35837,117.80418 -21.35837,117.8055 -21.35883,117.80671 -21.35883,117.80755 -21.35932,117.80695 -21.35973)))",Lake,,Perennial,Not applicable,Perennial Lake,1228.219,4.730,"47299","1234"
"MULTIPOLYGON (((121.0288 -21.41916,121.02863 -21.41878,121.02864 -21.41779,121.02878 -21.41687,121.02913 -21.4151,121.02999 -21.41341,121.03063 -21.41231,121.03156 -21.41204,121.03126 -21.41246,121.03093 -21.41278,121.02971 -21.41539,121.0293 -21.41713,121.02906 -21.41869,121.0288 -21.41916)))",Lake,,Perennial,Not applicable,Perennial Lake,1762.302,4.727,"47267","1755"
"MULTIPOLYGON (((120.32523 -21.69888,120.32559 -21.69865,120.33018 -21.69889,120.33115 -21.69923,120.33127 -21.69957,120.32692 -21.69956,120.32649 -21.69956,120.32535 -21.69911,120.32523 -21.69888)))",Lake,,Perennial,Not applicable,Perennial Lake,1311.976,4.714,"47137","1319"
"MULTIPOLYGON (((120.45917 -21.54756,120.45844 -21.54767,120.45869 -21.54689,120.46074 -21.54486,120.46316 -21.54373,120.46316 -21.54418,120.46146 -21.54553,120.46038 -21.5461,120.45917 -21.54756)))",Lake,,Perennial,Not applicable,Perennial Lake,1369.106,4.702,"47018","1370"
"MULTIPOLYGON (((117.60523 -20.96261,117.60572 -20.96123,117.608 -20.95885,117.60851 -20.95735,117.60893 -20.95781,117.60836 -20.95942,117.60715 -20.96113,117.60523 -20.96261)))",Lake,ROCKY POOL,Perennial,Not applicable,Perennial Lake,1433.228,4.706,"47060","1430"
"MULTIPOLYGON (((117.52695 -22.31306,117.52619 -22.31305,117.52624 -22.31257,117.52634 -22.31224,117.52649 -22.31188,117.52719 -22.31177,117.52846 -22.31178,117.53051 -22.31203,117.52975 -22.31263,117.52846 -22.31293,117.52695 -22.31306)))",Lake,,Perennial,Not applicable,Perennial Lake,1021.095,4.649,"46485","1025"
"MULTIPOLYGON (((119.99272 -20.61753,119.99056 -20.61585,119.98807 -20.61472,119.98984 -20.61438,119.99114 -20.61541,119.99364 -20.61739,119.99272 -20.61753)))",Lake,,Perennial,Not applicable,Perennial Lake,1380.310,4.681,"46809","1383"
"MULTIPOLYGON (((119.87673 -20.60397,119.87577 -20.60397,119.87172 -20.60259,119.87493 -20.60295,119.87565 -20.6034,119.87841 -20.60318,119.88081 -20.60374,119.87901 -20.60374,119.87673 -20.60397)))",Lake,,Perennial,Not applicable,Perennial Lake,1940.633,4.679,"46792","1949"
"MULTIPOLYGON (((118.70308 -21.8223,118.70189 -21.82075,118.70081 -21.8187,118.70125 -21.8184,118.70185 -21.81838,118.70298 -21.82053,118.70351 -21.82123,118.70308 -21.8223)))",Lake,,Perennial,Not applicable,Perennial Lake,1071.927,4.614,"46139","1069"
"MULTIPOLYGON (((117.12562 -21.15385,117.12579 -21.15067,117.12556 -21.14931,117.12616 -21.14856,117.12688 -21.15067,117.12675 -21.15203,117.12562 -21.15385)))",Lake,MURRINGA POOL,Perennial,Not applicable,Perennial Lake,1244.034,4.631,"46315","1238"
"MULTIPOLYGON (((118.63328 -21.65951,118.63304 -21.65951,118.63244 -21.65838,118.63245 -21.65714,118.63294 -21.65522,118.63355 -21.65545,118.63353 -21.65759,118.63377 -21.65827,118.63365 -21.65917,118.63328 -21.65951)))",Lake,,Perennial,Not applicable,Perennial Lake,1063.367,4.606,"46058","1059"
"MULTIPOLYGON (((117.19604 -21.2604,117.19573 -21.25972,117.19574 -21.25916,117.1961 -21.25814,117.19611 -21.25724,117.19659 -21.25668,117.19781 -21.25631,117.19743 -21.2577,117.19694 -21.25837,117.19682 -21.2595,117.19604 -21.2604)))",Lake,,Perennial,Not applicable,Perennial Lake,1081.187,4.598,"45977","1078"
"MULTIPOLYGON (((117.12327 -20.93267,117.12492 -20.92958,117.12566 -20.9271,117.12625 -20.928,117.126 -20.92936,117.12504 -20.93105,117.12327 -20.93267)))",Lake,BAMBA POOL,Perennial,Not applicable,Perennial Lake,1411.076,4.580,"45797","1407"
"MULTIPOLYGON (((119.85241 -20.59694,119.84834 -20.59675,119.84494 -20.59589,119.84686 -20.59572,119.84911 -20.59589,119.85241 -20.59694)))",Lake,,Perennial,Not applicable,Perennial Lake,1584.058,4.583,"45829","1591"
"MULTIPOLYGON (((121.11186 -21.73703,121.11139 -21.73692,121.11061 -21.73588,121.10791 -21.7323,121.10809 -21.73154,121.10869 -21.73221,121.11185 -21.73653,121.11186 -21.73703)))",Lake,,Perennial,Not applicable,Perennial Lake,1496.630,4.543,"45427","1493"
"MULTIPOLYGON (((121.03887 -21.39419,121.03851 -21.39385,121.03875 -21.39294,121.03862 -21.39091,121.03802 -21.39024,121.03789 -21.38956,121.03826 -21.38945,121.03934 -21.39046,121.03959 -21.39091,121.03959 -21.39328,121.03887 -21.39419)))",Lake,,Perennial,Not applicable,Perennial Lake,1201.908,4.552,"45517","1198"
"MULTIPOLYGON (((120.51985 -21.19688,120.51997 -21.19575,120.52069 -21.19372,120.5213 -21.19327,120.52166 -21.1935,120.52154 -21.19451,120.52105 -21.19643,120.52045 -21.19711,120.52003 -21.1971,120.51985 -21.19688)))",Lake,,Perennial,Not applicable,Perennial Lake,994.775,4.538,"45384","992"
"MULTIPOLYGON (((120.08 -21.8067,120.08012 -21.806,120.08329 -21.80202,120.08387 -21.80186,120.08392 -21.80232,120.08061 -21.80651,120.08 -21.8067)))",Lake,LONG POOL,Perennial,Not applicable,Perennial Lake,1386.691,4.510,"45103","1384"
"MULTIPOLYGON (((121.15362 -21.64472,121.1529 -21.64408,121.15155 -21.63948,121.15155 -21.63886,121.15211 -21.63921,121.15364 -21.64374,121.15362 -21.64472)))",Lake,,Perennial,Not applicable,Perennial Lake,1410.194,4.515,"45153","1404"
"MULTIPOLYGON (((121.01121 -21.86084,121.01073 -21.86083,121.01094 -21.8604,121.01324 -21.85856,121.01429 -21.85727,121.01494 -21.85616,121.01554 -21.85558,121.01557 -21.85622,121.015 -21.85728,121.014 -21.85867,121.0119 -21.86038,121.01121 -21.86084)))",Lake,,Perennial,Not applicable,Perennial Lake,1588.547,4.508,"45084","1587"
"MULTIPOLYGON (((118.78947 -21.04468,118.78706 -21.04433,118.78615 -21.04335,118.78683 -21.04286,118.78779 -21.04298,118.78947 -21.04378,118.78986 -21.04434,118.78947 -21.04468)))",Lake,,Perennial,Not applicable,Perennial Lake,910.031,4.527,"45272","912"
"MULTIPOLYGON (((117.13825 -21.10529,117.13735 -21.10329,117.13747 -21.10262,117.13875 -21.10032,117.13892 -21.10161,117.13868 -21.10228,117.13867 -21.10409,117.13825 -21.10529)))",Lake,CAJUPUT POOL,Perennial,Not applicable,Perennial Lake,1170.410,4.520,"45200","1165"
"MULTIPOLYGON (((117.75134 -21.09497,117.75351 -21.09502,117.75472 -21.09536,117.75568 -21.09592,117.75593 -21.09664,117.75291 -21.09581,117.75183 -21.09581,117.75088 -21.09546,117.75111 -21.09521,117.75134 -21.09497)))",Lake,TADGEEDENER POOL,Perennial,Not applicable,Perennial Lake,1171.341,4.517,"45169","1176"
"MULTIPOLYGON (((116.6178 -22.41919,116.61773 -22.41888,116.61942 -22.41657,116.62132 -22.41453,116.62169 -22.41419,116.62303 -22.41311,116.62345 -22.41304,116.62375 -22.41321,116.62358 -22.41347,116.62325 -22.41353,116.62199 -22.41454,116.62168 -22.41483,116.61981 -22.41685,116.61813 -22.41913,116.6178 -22.41919)))",Lake,,Perennial,Not applicable,Perennial Lake,1881.513,4.475,"44750","1880"
"MULTIPOLYGON (((117.83799 -21.34165,117.83709 -21.34123,117.83565 -21.33987,117.83492 -21.33885,117.83472 -21.33749,117.83627 -21.33917,117.8377 -21.34032,117.83799 -21.34165)))",Lake,,Perennial,Not applicable,Perennial Lake,1197.703,4.505,"45050","1196"
"MULTIPOLYGON (((117.16331 -21.14241,117.16256 -21.14146,117.16185 -21.13886,117.16203 -21.13743,117.1627 -21.13785,117.16317 -21.13966,117.16331 -21.14241)))",Lake,,Perennial,Not applicable,Perennial Lake,1187.361,4.509,"45085","1182"
